CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;OrganisationId;Kommun;Myndighetstyp;Myndighet;Diarienummer;Dokumenttyp;Dokumentdatum;KallaFil;Kallrubrik;CaseReviewStatus;ValidatedBy;ValidatedAt;Notes
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEBC0000;cmm4yuouk01yncuqwqg6ujm2o;http://localhost:8787/api/admin/requirements/documents/cmm4yuouk01yncuqwqg6ujm2o/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuouk01yncuqwqg6ujm2o/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuouk01yncuqwqg6ujm2o/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL2024357pdf_976573.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEC50000;cmm4yuoty01xzcuqwfs0b9l35;http://localhost:8787/api/admin/requirements/documents/cmm4yuoty01xzcuqwfs0b9l35/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoty01xzcuqwfs0b9l35/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoty01xzcuqwfs0b9l35/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Hässleholms;Kommun;Hässleholms kommun;2024-11;Beslut;2026-02-03;Kontrollrapport tillsyn nov 2024.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEC60000;cmm4yuotb01xhcuqwswxsx8sy;http://localhost:8787/api/admin/requirements/documents/cmm4yuotb01xhcuqwswxsx8sy/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuotb01xhcuqwswxsx8sy/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuotb01xhcuqwswxsx8sy/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Hässleholms;Kommun;Hässleholms kommun;2024-11;Beslut;2026-02-03;Kontrollrapport tillsyn nov 2024.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AECD0000;cmm4yuooy01t8cuqw3m1ag4wq;http://localhost:8787/api/admin/requirements/documents/cmm4yuooy01t8cuqw3m1ag4wq/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuooy01t8cuqw3m1ag4wq/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuooy01t8cuqw3m1ag4wq/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Karlstads;Kommun;pdf Karlstads kommun;2025-3584;Anmalan;2026-02-03;Anmälningsbeslut.pdf;VB:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AECE0000;cmm4yuooq01szcuqwo9e3tjcp;http://localhost:8787/api/admin/requirements/documents/cmm4yuooq01szcuqwo9e3tjcp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuooq01szcuqwo9e3tjcp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuooq01szcuqwo9e3tjcp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Karlstads;Kommun;pdf Karlstads kommun;2025-3584;Anmalan;2026-02-03;Anmälningsbeslut.pdf;VB:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AECF0000;cmm4yuooh01sqcuqwljg8bolr;http://localhost:8787/api/admin/requirements/documents/cmm4yuooh01sqcuqwljg8bolr/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuooh01sqcuqwljg8bolr/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuooh01sqcuqwljg8bolr/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Sundsvalls;Kommun;Sundsvalls kommun;2023-1834;Beslut;2026-02-03;Generellt beslut.pdf;VB: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED00000;cmm4yuoo401secuqwmf5enxas;http://localhost:8787/api/admin/requirements/documents/cmm4yuoo401secuqwmf5enxas/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoo401secuqwmf5enxas/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoo401secuqwmf5enxas/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Sundsvalls;Kommun;Sundsvalls kommun;2023-1834;Beslut;2026-02-03;Generellt beslut.pdf;VB: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED10000;cmm4yuomw01r2cuqwaq7rvqlg;http://localhost:8787/api/admin/requirements/documents/cmm4yuomw01r2cuqwaq7rvqlg/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuomw01r2cuqwaq7rvqlg/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuomw01r2cuqwaq7rvqlg/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MN-2023-10545-MN-2023-10545.pdf;UTL 2026-02-03 mejl 1 - Sv: VB: [EXTERN]: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED20000;cmm4yuoki01okcuqws3skclf1;http://localhost:8787/api/admin/requirements/documents/cmm4yuoki01okcuqws3skclf1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoki01okcuqws3skclf1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoki01okcuqws3skclf1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MN-2023-10545-MN-2023-10545.pdf;UTL 2026-02-03 mejl 1 - Sv: VB: [EXTERN]: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED30000;cmm4yuoiz01n5cuqwvliq6c2p;http://localhost:8787/api/admin/requirements/documents/cmm4yuoiz01n5cuqwvliq6c2p/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoiz01n5cuqwvliq6c2p/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoiz01n5cuqwvliq6c2p/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-11;Beslut;2026-02-03;2024-11-15 BOM-2024-846-- Beslut om försiktighetsåtgärder.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED40000;cmm4yuoiu01mzcuqwgy1q4qtg;http://localhost:8787/api/admin/requirements/documents/cmm4yuoiu01mzcuqwgy1q4qtg/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoiu01mzcuqwgy1q4qtg/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoiu01mzcuqwgy1q4qtg/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-11;Beslut;2026-02-03;2024-11-15 BOM-2024-846-- Beslut om försiktighetsåtgärder.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED50000;cmm4yuoil01mqcuqwng2j726b;http://localhost:8787/api/admin/requirements/documents/cmm4yuoil01mqcuqwng2j726b/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoil01mqcuqwng2j726b/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoil01mqcuqwng2j726b/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;;Beslut;2026-02-03;Bilaga1placeringbetongkross_470350.pdf;VB: Återvinning av avfall i anläggningsändamål, MIL.2025.932;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED60000;cmm4yuoi501mbcuqwp6ixqw8o;http://localhost:8787/api/admin/requirements/documents/cmm4yuoi501mbcuqwp6ixqw8o/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoi501mbcuqwp6ixqw8o/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoi501mbcuqwp6ixqw8o/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;;Beslut;2026-02-03;Bilaga1placeringbetongkross_470350.pdf;VB: Återvinning av avfall i anläggningsändamål, MIL.2025.932;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED70000;cmm4yuohd01lncuqw4dqbae5z;http://localhost:8787/api/admin/requirements/documents/cmm4yuohd01lncuqw4dqbae5z/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuohd01lncuqw4dqbae5z/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuohd01lncuqw4dqbae5z/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Post Skara;Kommun;Post Skara kommun;2024-04;Beslut;2026-02-03;SKSBN-2024-254__2024-04-03_M - Beslut om försiktighetsmått.pdf;Efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED80000;cmm4yuog701ktcuqwpqy40zq6;http://localhost:8787/api/admin/requirements/documents/cmm4yuog701ktcuqwpqy40zq6/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuog701ktcuqwpqy40zq6/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuog701ktcuqwpqy40zq6/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Post Skara;Kommun;Post Skara kommun;2024-04;Beslut;2026-02-03;SKSBN-2024-254__2024-04-03_M - Beslut om försiktighetsmått.pdf;Efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AED90000;cmm4yuofh01kbcuqw6gymbrbx;http://localhost:8787/api/admin/requirements/documents/cmm4yuofh01kbcuqw6gymbrbx/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuofh01kbcuqw6gymbrbx/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuofh01kbcuqw6gymbrbx/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-103;Beslut;2026-02-03;Karta situationsplan..pdf;Ärende 2025-103;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEDA0000;cmm4yuof901k5cuqwyxqsxj4c;http://localhost:8787/api/admin/requirements/documents/cmm4yuof901k5cuqwyxqsxj4c/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuof901k5cuqwyxqsxj4c/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuof901k5cuqwyxqsxj4c/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-103;Beslut;2026-02-03;Karta situationsplan..pdf;Ärende 2025-103;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEDF0000;cmm4yuoez01jzcuqw7lf2nntc;http://localhost:8787/api/admin/requirements/documents/cmm4yuoez01jzcuqw7lf2nntc/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoez01jzcuqw7lf2nntc/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoez01jzcuqw7lf2nntc/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Karlstads;Kommun;pdf Karlstads kommun;2024-04;Anmalan;2026-02-03;Beslut på anmälan Peab Bergmotet.pdf;VB:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE00000;cmm4yuoeq01jtcuqwvlf8cqjg;http://localhost:8787/api/admin/requirements/documents/cmm4yuoeq01jtcuqwvlf8cqjg/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoeq01jtcuqwvlf8cqjg/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoeq01jtcuqwvlf8cqjg/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Karlstads;Kommun;pdf Karlstads kommun;2024-04;Anmalan;2026-02-03;Beslut på anmälan Peab Bergmotet.pdf;VB:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE10000;cmm4yuoed01jkcuqwf4yc627n;http://localhost:8787/api/admin/requirements/documents/cmm4yuoed01jkcuqwf4yc627n/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoed01jkcuqwf4yc627n/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoed01jkcuqwf4yc627n/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-01;Beslut;2026-02-03;BeslutRapportPMbetongprovOrSkolan250110_446250.pdf;Återvinning av avfall i anläggningsändamål, MIL.2025.263;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE20000;cmm4yuodt01j5cuqwh07bezpo;http://localhost:8787/api/admin/requirements/documents/cmm4yuodt01j5cuqwh07bezpo/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuodt01j5cuqwh07bezpo/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuodt01j5cuqwh07bezpo/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-01;Beslut;2026-02-03;BeslutRapportPMbetongprovOrSkolan250110_446250.pdf;Återvinning av avfall i anläggningsändamål, MIL.2025.263;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE30000;cmm4yuodd01itcuqwsu3925ep;http://localhost:8787/api/admin/requirements/documents/cmm4yuodd01itcuqwsu3925ep/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuodd01itcuqwsu3925ep/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuodd01itcuqwsu3925ep/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-66;Beslut;2026-02-03;Beslut om användning av avfall för anläggningsändamål.pdf;Ärende  2024-66;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE40000;cmm4yuock01i5cuqwjn9rp4vs;http://localhost:8787/api/admin/requirements/documents/cmm4yuock01i5cuqwjn9rp4vs/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuock01i5cuqwjn9rp4vs/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuock01i5cuqwjn9rp4vs/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-66;Beslut;2026-02-03;Beslut om användning av avfall för anläggningsändamål.pdf;Ärende  2024-66;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE70000;cmm4yuobl01hbcuqwnu8ceke4;http://localhost:8787/api/admin/requirements/documents/cmm4yuobl01hbcuqwnu8ceke4/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuobl01hbcuqwnu8ceke4/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuobl01hbcuqwnu8ceke4/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2023-06;Anmalan;2026-02-03;Miljöfarlig verksamhet - anmälan - 5762.pdf;Avfallsanläggning Aneby;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEE80000;cmm4yuobc01h2cuqwfb2borl6;http://localhost:8787/api/admin/requirements/documents/cmm4yuobc01h2cuqwfb2borl6/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuobc01h2cuqwfb2borl6/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuobc01h2cuqwfb2borl6/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2023-06;Anmalan;2026-02-03;Miljöfarlig verksamhet - anmälan - 5762.pdf;Avfallsanläggning Aneby;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEEB0000;cmm4yuoa601g2cuqw3hskdi0g;http://localhost:8787/api/admin/requirements/documents/cmm4yuoa601g2cuqw3hskdi0g/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoa601g2cuqw3hskdi0g/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuoa601g2cuqw3hskdi0g/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-03;Beslut;2026-02-03;VAMBN-2024-557_3_2024-05-29_analys betong.pdf;Sv: till registrator [2026kc6014];AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEEC0000;cmm4yuo8k01ewcuqw3o4xzf0h;http://localhost:8787/api/admin/requirements/documents/cmm4yuo8k01ewcuqw3o4xzf0h/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo8k01ewcuqw3o4xzf0h/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo8k01ewcuqw3o4xzf0h/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-03;Beslut;2026-02-03;VAMBN-2024-557_3_2024-05-29_analys betong.pdf;Sv: till registrator [2026kc6014];AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEED0000;cmm4yuo7z01ehcuqwtcvxztnd;http://localhost:8787/api/admin/requirements/documents/cmm4yuo7z01ehcuqwtcvxztnd/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo7z01ehcuqwtcvxztnd/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo7z01ehcuqwtcvxztnd/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-06;Anmalan;2026-02-03;BeslutMiljohandlaggareDB440FB_456087.pdf;Anmälan om lagring av avfall,  MIL.2025.531;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEEE0000;cmm4yuo7901dwcuqwvikd7d0j;http://localhost:8787/api/admin/requirements/documents/cmm4yuo7901dwcuqwvikd7d0j/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo7901dwcuqwvikd7d0j/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo7901dwcuqwvikd7d0j/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-06;Anmalan;2026-02-03;BeslutMiljohandlaggareDB440FB_456087.pdf;Anmälan om lagring av avfall,  MIL.2025.531;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
