CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;OrganisationId;Kommun;Myndighetstyp;Myndighet;Diarienummer;Dokumenttyp;Dokumentdatum;KallaFil;Kallrubrik;CaseReviewStatus;ValidatedBy;ValidatedAt;Notes
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1860000;cmm4yunlb00stcuqw956bj2gh;http://localhost:8787/api/admin/requirements/documents/cmm4yunlb00stcuqw956bj2gh/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunlb00stcuqw956bj2gh/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunlb00stcuqw956bj2gh/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL2024916pdf_976512.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1870000;cmm4yunks00sbcuqwfzxlz1mj;http://localhost:8787/api/admin/requirements/documents/cmm4yunks00sbcuqwfzxlz1mj/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunks00sbcuqwfzxlz1mj/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunks00sbcuqwfzxlz1mj/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20242459pdf_976503.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1880000;cmm4yunkf00rwcuqw0lvn1jq7;http://localhost:8787/api/admin/requirements/documents/cmm4yunkf00rwcuqw0lvn1jq7/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunkf00rwcuqw0lvn1jq7/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunkf00rwcuqw0lvn1jq7/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-01;Beslut;2026-02-03;251117-MMAVANLAN-BB20.pdf;VB: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1890000;cmm4yunk400rkcuqw69tecqiq;http://localhost:8787/api/admin/requirements/documents/cmm4yunk400rkcuqw69tecqiq/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunk400rkcuqw69tecqiq/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunk400rkcuqw69tecqiq/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20242200pdf_976497.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B18A0000;cmm4yunjq00r5cuqwww7lwlot;http://localhost:8787/api/admin/requirements/documents/cmm4yunjq00r5cuqwww7lwlot/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunjq00r5cuqwww7lwlot/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunjq00r5cuqwww7lwlot/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20241945pdf_976490.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B18B0000;cmm4yunj900qncuqwft59g6w3;http://localhost:8787/api/admin/requirements/documents/cmm4yunj900qncuqwft59g6w3/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunj900qncuqwft59g6w3/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunj900qncuqwft59g6w3/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Eksjö;Kommun;pdf Eksjö kommun;0381-360;Forelaggande;2026-02-03;SBS-2024-215-14 Föreläggande om försiktighetsmått.pdf;Sv: Anmälningspliktiga verksamheter 2024;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B18F0000;cmm4yunij00pzcuqwrgd8gy2r;http://localhost:8787/api/admin/requirements/documents/cmm4yunij00pzcuqwrgd8gy2r/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunij00pzcuqwrgd8gy2r/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunij00pzcuqwrgd8gy2r/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Miljö- och byggförvaltningen Strömstads;Kommun;Miljö- och byggförvaltningen Strömstads kommun;0526-190;Anmalan;2026-02-03;MBN-2024-1724 1 Anmälan.pdf;Sv: Begäran om handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1900000;cmm4yuni000pecuqws2rdrrnl;http://localhost:8787/api/admin/requirements/documents/cmm4yuni000pecuqws2rdrrnl/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuni000pecuqws2rdrrnl/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuni000pecuqws2rdrrnl/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-131;Beslut;2026-02-03;Skrivelse.pdf;Ärende 2026-131 - Begäran om allmän handling;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1910000;cmm4yunhm00ozcuqwjronl8jb;http://localhost:8787/api/admin/requirements/documents/cmm4yunhm00ozcuqwjronl8jb/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunhm00ozcuqwjronl8jb/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunhm00ozcuqwjronl8jb/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Habo;Kommun;Habo kommun;2023-03;Beslut;2026-02-03;M-2024-946 Samrådsredogöresel.pdf;Svar på förfrågan;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1940000;cmm4yungv00o8cuqw12bz63zv;http://localhost:8787/api/admin/requirements/documents/cmm4yungv00o8cuqw12bz63zv/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yungv00o8cuqw12bz63zv/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yungv00o8cuqw12bz63zv/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20241784pdf_976480.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1950000;cmm4yungg00ntcuqwtnya0ayu;http://localhost:8787/api/admin/requirements/documents/cmm4yungg00ntcuqwtnya0ayu/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yungg00ntcuqwtnya0ayu/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yungg00ntcuqwtnya0ayu/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20241501pdf_976472.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1960000;cmm4yung100necuqw0m62sood;http://localhost:8787/api/admin/requirements/documents/cmm4yung100necuqw0m62sood/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yung100necuqw0m62sood/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yung100necuqw0m62sood/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20241002pdf_976462.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1990000;cmm4yunfo00mzcuqw73fk9pto;http://localhost:8787/api/admin/requirements/documents/cmm4yunfo00mzcuqw73fk9pto/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunfo00mzcuqw73fk9pto/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunfo00mzcuqw73fk9pto/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20252663pdf_976455.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B19E0000;cmm4yunfa00mkcuqwszi30pu4;http://localhost:8787/api/admin/requirements/documents/cmm4yunfa00mkcuqwszi30pu4/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunfa00mkcuqwszi30pu4/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunfa00mkcuqwszi30pu4/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL2025161.pdf;Begäran om allmän handling;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B19F0000;cmm4yunf100mbcuqwnj91q6k9;http://localhost:8787/api/admin/requirements/documents/cmm4yunf100mbcuqwnj91q6k9/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunf100mbcuqwnj91q6k9/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunf100mbcuqwnj91q6k9/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20252496pdf_976448.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1A00000;cmm4yunek00lwcuqwvgwjc3hk;http://localhost:8787/api/admin/requirements/documents/cmm4yunek00lwcuqwvgwjc3hk/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunek00lwcuqwvgwjc3hk/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunek00lwcuqwvgwjc3hk/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20252312pdf_976442.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1A10000;cmm4yune500lhcuqwffhmdwrd;http://localhost:8787/api/admin/requirements/documents/cmm4yune500lhcuqwffhmdwrd/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yune500lhcuqwffhmdwrd/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yune500lhcuqwffhmdwrd/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Kiruna;Kommun;Kiruna kommun;25/11;Anmalan;2026-02-03;M-2026-22.pdf;Sv:  Begäran om utlämnande av allmän handling – Anmälningar och beslut rörande mellanlagring av avfall samt anläggning av ytor;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1A20000;cmm4yundi00ktcuqwvjlbmpum;http://localhost:8787/api/admin/requirements/documents/cmm4yundi00ktcuqwvjlbmpum/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yundi00ktcuqwvjlbmpum/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yundi00ktcuqwvjlbmpum/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20252223pdf_976436.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1A30000;cmm4yund300kecuqwfso38qa5;http://localhost:8787/api/admin/requirements/documents/cmm4yund300kecuqwfso38qa5/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yund300kecuqwfso38qa5/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yund300kecuqwfso38qa5/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20251805pdf_976430.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1B00000;cmm4yuncm00jwcuqwryebpuil;http://localhost:8787/api/admin/requirements/documents/cmm4yuncm00jwcuqwryebpuil/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuncm00jwcuqwryebpuil/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuncm00jwcuqwryebpuil/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20251366pdf_976418.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1B10000;cmm4yunc600jhcuqwnyewlxum;http://localhost:8787/api/admin/requirements/documents/cmm4yunc600jhcuqwnyewlxum/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunc600jhcuqwnyewlxum/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunc600jhcuqwnyewlxum/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2026-02;Beslut;2026-02-03;MIL20251175pdf_976410.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1B60000;cmm4yunbq00j2cuqwgbsnihxf;http://localhost:8787/api/admin/requirements/documents/cmm4yunbq00j2cuqwgbsnihxf/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunbq00j2cuqwgbsnihxf/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunbq00j2cuqwgbsnihxf/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2024-02;Beslut;2026-02-03;Tallbacken1.pdf;VB: [2026KCSK8665] till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1B70000;cmm4yunbj00iwcuqw4yabxmjg;http://localhost:8787/api/admin/requirements/documents/cmm4yunbj00iwcuqw4yabxmjg/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunbj00iwcuqw4yabxmjg/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunbj00iwcuqw4yabxmjg/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Diariekort Torsby;Kommun;pdf Diariekort Torsby kommun;2026-02;Beslut;2026-02-03;Ärende 2024-93.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1B80000;cmm4yunbg00itcuqw517f1gbl;http://localhost:8787/api/admin/requirements/documents/cmm4yunbg00itcuqw517f1gbl/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunbg00itcuqw517f1gbl/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunbg00itcuqw517f1gbl/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-12;Anmalan;2026-02-03;MF In 2025-12-22 Sv_ Ändringsanmälan Dalby_ Rälsen 3.pdf;Begärda handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1B90000;cmm4yunae00hzcuqwnui6ixvv;http://localhost:8787/api/admin/requirements/documents/cmm4yunae00hzcuqwnui6ixvv/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunae00hzcuqwnui6ixvv/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunae00hzcuqwnui6ixvv/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Postadress Härnösands;Kommun;pdf Postadress Härnösands kommun;0611-34;Beslut;2026-02-03;SAM-2025-1751.3227..pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1C20000;cmm4yuna800htcuqw71t1am01;http://localhost:8787/api/admin/requirements/documents/cmm4yuna800htcuqw71t1am01/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuna800htcuqw71t1am01/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuna800htcuqw71t1am01/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-12081039;Beslut;2026-02-03;260201-Massor.pdf;efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1C90000;cmm4yun8t00gkcuqw5rjsk96c;http://localhost:8787/api/admin/requirements/documents/cmm4yun8t00gkcuqw5rjsk96c/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun8t00gkcuqw5rjsk96c/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun8t00gkcuqw5rjsk96c/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;se Postadress Falkenbergs;Kommun;se Postadress Falkenbergs kommun;2025-05;Beslut;2026-02-03;M-2025-1682_2025-05-16_Beslut (MHF MHN)_Skogstorp 4 148.pdf;efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1CA0000;cmm4yun6j00etcuqwhdlqrqoa;http://localhost:8787/api/admin/requirements/documents/cmm4yun6j00etcuqwhdlqrqoa/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun6j00etcuqwhdlqrqoa/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun6j00etcuqwhdlqrqoa/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Falkenberg Postadress Falkenbergs;Kommun;Falkenberg Postadress Falkenbergs kommun;2025-02;Beslut;2026-02-03;M-2024-2848_2025-01-02_Beslut (MHF MHN)_Magasinet 1.pdf;Efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1CB0000;cmm4yun4m00cwcuqwobgswces;http://localhost:8787/api/admin/requirements/documents/cmm4yun4m00cwcuqwobgswces/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun4m00cwcuqwobgswces/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun4m00cwcuqwobgswces/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Falkenbergs;Kommun;pdf Falkenbergs kommun;0346-88;Beslut;2026-02-03;Slutrapport.pdf;Efterfrågade handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1CC0000;cmm4yun2p00awcuqwzeoe9qe9;http://localhost:8787/api/admin/requirements/documents/cmm4yun2p00awcuqwzeoe9qe9/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun2p00awcuqwzeoe9qe9/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yun2p00awcuqwzeoe9qe9/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;pdf Karlstads;Kommun;pdf Karlstads kommun;2024-04;Beslut;2026-02-03;Beslut Älvenäs.pdf;Beslut Älvenäs;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
